f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100.0,4.0,2.0,100.0,6.0,1.0,1.1,0.0,3.0,2.0,162.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,100.0,14701502,Hackney,flexible,Entire home/apt,Apartment,4.605170185988092,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.0,1.9459101490553128,1.0,5.093750200806762,25.946291108218933,132.1639255426809,26244.0,4251528.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,79.0,3.0,1.0,96.0,0.0,2.0,0.52,10.0,1.0,2.0,405.0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,79.0,17167955,Hackney,strict,Entire home/apt,Apartment,4.3694478524670215,9.0,1.0986122886681098,1.206948960812582,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,50.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,50.0,10746224,Hackney,flexible,Private room,Apartment,3.912023005428146,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,35.0,2.0,1.0,93.0,110.0,1.0,3.08,15.0,2.0,1.0,1072.0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,35.0,2602971,Hackney,strict,Private room,Apartment,3.555348061489413,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,4.709530201312334,2.0,6.9782137426306985,48.69546703783994,339.80737728727485,1149184.0,1231925248.0,4.532599493153256,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,75.0,4.0,1.0,94.0,14.0,2.0,1.58,15.0,2.0,2.0,265.0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,75.0,12581187,Hackney,moderate,Entire home/apt,Apartment,4.31748811353631,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.70805020110221,1.0,5.583496308781699,31.17543103017886,174.06790408168212,70225.0,18609625.0,4.543294782270004,2.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,34.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,3.0,1.0,405.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,34.0,12843335,Hackney,strict,Private room,Apartment,3.5263605246161616,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
House,Private room,Private,strict,Real Bed,Hackney,36.0,2.0,1.0,93.0,3.0,1.0,0.15,0.0,1.0,1.0,581.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,36.0,7468342,Hackney,strict,Private room,House,3.58351893845611,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.3862943611198906,1.0,6.366470447731438,40.53194596183774,258.0454361550876,337561.0,196122941.0,4.532599493153256,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,120.0,4.0,2.0,100.0,6.0,1.0,0.74,0.0,1.0,2.0,241.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,120.0,13759781,Hackney,moderate,Entire home/apt,Apartment,4.787491742782046,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.0,1.9459101490553128,1.0,5.488937726156687,30.128437361626137,165.37311646437834,58081.0,13997521.0,4.605170185988092,1.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,35.0,1.0,0.5,90.0,2.0,1.0,0.4,0.0,1.0,1.0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,15129056,Hackney,strict,Private room,Apartment,3.555348061489413,1.0,0.0,0.0,0.0,0.0,1.0986122886681098,1.0,5.003946305945459,25.039478632785208,125.2962066073258,21904.0,3241792.0,4.499809670330265,1.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,50.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,5.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50.0,17298642,Hackney,flexible,Private room,House,3.912023005428146,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
House,Private room,Private,flexible,Couch,Hackney,45.0,2.0,1.0,96.0,2.0,1.0,0.24,0.0,2.0,1.0,245.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,45.0,6550729,Hackney,flexible,Private room,House,3.80666248977032,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,5.5053315359323625,30.308675320531385,166.85930605445634,60025.0,14706125.0,4.564348191467836,2.0,0,1,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,33.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,33.0,14021798,Hackney,flexible,Private room,Apartment,3.49650756146648,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,30.0,1.0,1.0,91.0,7.0,1.0,1.3,0.0,1.0,1.0,161.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,30.0,14415005,Hackney,flexible,Private room,House,3.4011973816621555,1.0,0.0,0.0,0.0,1.0,2.079441541679836,1.0,5.087596335232384,25.88363647026998,131.68549404863282,25921.0,4173281.0,4.51085950651685,1.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,55.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,14.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,55.0,16118931,Hackney,flexible,Private room,Apartment,4.007333185232471,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,35.0,2.0,1.0,84.0,9.0,1.0,0.7,0.0,1.0,1.0,385.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,35.0,8647815,Hackney,flexible,Private room,Apartment,3.555348061489413,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.302585092994046,1.0,5.955837369464831,35.47199877151376,211.2654558529922,148225.0,57066625.0,4.430816798843313,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,68.0,2.0,1.0,96.0,1.0,1.0,0.06,0.0,2.0,1.0,544.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,68.0,7907663,Hackney,moderate,Entire home/apt,Apartment,4.219507705176107,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,6.300785794663244,39.69990163023013,250.14057624128213,295936.0,160989184.0,4.564348191467836,2.0,0,1,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,40.0,4.0,1.0,100.0,1.0,1.0,0.12,0.0,4.0,2.0,244.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,40.0,13652979,Hackney,flexible,Private room,Apartment,3.688879454113936,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.6931471805599453,1.0,5.501258210544727,30.263841899085776,166.48920872997317,59536.0,14526784.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100.0,3.0,1.0,96.0,0.0,1.0,0.52,0.0,3.0,1.0,405.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100.0,11270037,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,54.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,54.0,15728276,Hackney,flexible,Private room,Apartment,3.9889840465642745,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,90.0,4.0,1.5,91.0,57.0,2.0,1.3,20.0,2.0,1.0,1315.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,90.0,1375754,Hackney,moderate,Entire home/apt,Apartment,4.499809670330265,16.0,1.3862943611198906,1.9218120556728056,0.0,1.0,4.060443010546419,2.0,7.182352111885263,51.586181859102695,370.5101222198235,1729225.0,2273930875.0,4.51085950651685,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,250.0,6.0,2.0,96.0,0.0,1.0,0.52,0.0,2.0,2.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,250.0,17429564,Hackney,flexible,Entire home/apt,Apartment,5.521460917862246,36.0,1.791759469228055,3.210401995568401,0.6931471805599453,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,49.0,2.0,1.0,100.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,49.0,17167220,Hackney,moderate,Private room,Apartment,3.8918202981106265,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,1.791759469228055,3.210401995568401,5.752268175588327,25.0,125.0,4.605170185988092,2.0,0,0,0
Apartment,Private room,Private,flexible,Couch,Hackney,57.0,2.0,1.0,96.0,0.0,1.0,0.52,15.0,2.0,1.0,405.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,57.0,11137895,Hackney,flexible,Private room,Apartment,4.04305126783455,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75.0,4.0,1.0,96.0,40.0,1.0,1.28,0.0,2.0,3.0,933.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,75.0,2271369,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,16.0,1.3862943611198906,1.9218120556728056,1.0986122886681098,1.0,3.713572066704308,1.0,6.839476438228843,46.7784379490875,319.9400241699339,870489.0,812166237.0,4.564348191467836,2.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,50.0,2.0,1.0,90.0,3.0,1.0,1.41,0.0,1.0,1.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,50.0,16152981,Hackney,flexible,Private room,Apartment,3.912023005428146,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.3862943611198906,1.0,4.1588830833596715,17.296308501055247,71.93332482960875,3969.0,250047.0,4.499809670330265,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,83.0,3.0,1.0,84.0,45.0,1.0,1.91,0.0,1.0,1.0,707.0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,83.0,5370655,Hackney,strict,Entire home/apt,Apartment,4.418840607796598,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,3.828641396489095,1.0,6.56244409369372,43.06567248285558,282.6160680260638,499849.0,353393243.0,4.430816798843313,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,160.0,4.0,2.0,98.0,27.0,1.0,0.61,0.0,2.0,2.0,1337.0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,160.0,520962,Hackney,strict,Entire home/apt,Apartment,5.075173815233827,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.0,3.332204510175204,1.0,7.198931240688173,51.82461100815616,373.0818112231276,1787569.0,2389979753.0,4.584967478670572,2.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,55.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,5.0,1.0,405.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,55.0,16250345,Hackney,flexible,Private room,Apartment,4.007333185232471,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,40.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,40.0,9628045,Hackney,flexible,Private room,House,3.688879454113936,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,72.0,2.0,1.0,100.0,1.0,1.0,0.21,0.0,2.0,1.0,142.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,72.0,14592247,Hackney,moderate,Entire home/apt,Apartment,4.276666119016055,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,4.962844630259907,24.62982682409959,122.23400379821408,20164.0,2863288.0,4.605170185988092,2.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,37.0,2.0,1.0,94.0,87.0,1.0,1.46,15.0,2.0,1.0,1787.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,37.0,390578,Hackney,moderate,Private room,Apartment,3.610917912644224,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,4.477336814478207,2.0,7.488852955733459,56.082918592597764,419.99673066833475,3193369.0,5706550403.0,4.543294782270004,2.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,58.0,2.0,1.0,96.0,1.0,1.0,0.2,10.0,1.0,1.0,146.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,58.0,15070620,Hackney,flexible,Private room,House,4.060443010546419,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,4.990432586778736,24.904417403183107,124.28381616358445,21316.0,3112136.0,4.564348191467836,1.0,0,1,0
Apartment,Private room,Private,strict,Real Bed,Hackney,50.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50.0,5240224,Hackney,strict,Private room,Apartment,3.912023005428146,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,35.0,2.0,1.0,92.0,10.0,1.0,1.64,0.0,2.0,1.0,182.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35.0,14526702,Hackney,flexible,Private room,Apartment,3.555348061489413,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.3978952727983707,1.0,5.209486152841421,27.13874597664651,141.37892137082085,33124.0,6028568.0,4.5217885770490405,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150.0,5.0,1.0,88.0,13.0,4.0,0.39,0.0,3.0,2.0,990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,150.0,2548790,Hackney,strict,Entire home/apt,Apartment,5.010635294096256,25.0,1.6094379124341005,2.590290393980234,0.6931471805599453,1.0,2.6390573296152584,1.0,6.898714534329988,47.592262226175826,328.32543114136325,980100.0,970299000.0,4.477336814478207,3.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,61.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,61.0,16250232,Hackney,moderate,Private room,Apartment,4.110873864173311,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,50.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,50.0,16642501,Hackney,flexible,Private room,Apartment,3.912023005428146,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,85.0,1.0,2.0,96.0,0.0,1.0,0.52,0.0,1.0,2.0,405.0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85.0,8300619,Hackney,flexible,Private room,Apartment,4.442651256490317,1.0,0.0,0.0,0.6931471805599453,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,35.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,35.0,7729570,Hackney,flexible,Private room,Apartment,3.555348061489413,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,45.0,2.0,1.0,100.0,2.0,1.0,0.77,20.0,1.0,1.0,77.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,45.0,16249228,Hackney,flexible,Private room,Apartment,3.80666248977032,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.0986122886681098,1.0,4.356708826689592,18.980911800555,82.6943059800946,5929.0,456533.0,4.605170185988092,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,117.0,2.0,1.0,100.0,3.0,3.0,1.11,15.0,1.0,1.0,80.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,117.0,15987082,Hackney,moderate,Entire home/apt,Apartment,4.762173934797756,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,1.3862943611198906,1.0,4.394449154672439,19.311183373001313,84.8620134492101,6400.0,512000.0,4.605170185988092,1.0,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,128.0,6.0,1.0,96.0,9.0,4.0,0.26,0.0,4.0,4.0,1054.0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,128.0,2224507,Hackney,strict,Entire home/apt,House,4.852030263919617,36.0,1.791759469228055,3.210401995568401,1.3862943611198906,1.0,2.302585092994046,1.0,6.961296045910167,48.459642638804524,337.3419186877297,1110916.0,1170905464.0,4.564348191467836,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,23.0,1.0,1.0,80.0,3.0,1.0,0.37,0.0,1.0,1.0,240.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,23.0,10088822,Hackney,flexible,Private room,Apartment,3.1354942159291497,1.0,0.0,0.0,0.0,1.0,1.3862943611198906,1.0,5.484796933490655,30.08299740162849,164.99913189865927,57600.0,13824000.0,4.382026634673881,1.0,0,0,0
